nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak,jenis_encoded,Prioritas,Prioritas_encoded,Prioritas_Prediksi,Prioritas_Prediksi_encoded
KTRK-101529,PT Digikarya Corp,Pembelian,662,2023-12-03 0:00:00,2025-09-25 0:00:00,270195612,1,Rendah,0,Rendah,0
KTRK-101530,PT Digikarya Internasional,Maintenance,356,2023-07-14 0:00:00,2024-07-04 0:00:00,394803913,0,Sedang,1,Rendah,0
KTRK-101531,PT BitData Internasional,Pengembangan,558,2023-12-28 0:00:00,2025-07-08 0:00:00,114195430,2,Rendah,0,Rendah,0
KTRK-101532,PT Sibernetika Tbk,Pengembangan,824,2023-07-29 0:00:00,2025-10-30 0:00:00,224074192,2,Rendah,0,Rendah,0
KTRK-101533,PT BitData Tbk,Pembelian,845,2024-09-25 0:00:00,2027-01-18 0:00:00,133286146,1,Rendah,0,Rendah,0
KTRK-101534,PT Solusi Digital Tbk,Maintenance,861,2024-07-30 0:00:00,2026-12-08 0:00:00,102684770,0,Sedang,1,Sedang,1
KTRK-101535,PT Koneksi Global Tbk,Pembelian,584,2023-12-29 0:00:00,2025-08-04 0:00:00,402945534,1,Rendah,0,Rendah,0
KTRK-101536,PT Koneksi Global Internasional,Maintenance,638,2024-09-20 0:00:00,2026-06-20 0:00:00,396707813,0,Sedang,1,Rendah,0
KTRK-101537,PT Aksara Teknologi Solusindo,Maintenance,387,2023-05-09 0:00:00,2024-05-30 0:00:00,118391942,0,Sedang,1,Rendah,0
KTRK-101538,PT Aksara Teknologi Corp,Maintenance,490,2024-08-12 0:00:00,2025-12-15 0:00:00,269250552,0,Sedang,1,Sedang,1
KTRK-101539,PT Indoinovasi Group,Maintenance,715,2024-02-02 0:00:00,2026-01-17 0:00:00,447915009,0,Sedang,1,Sedang,1
KTRK-101540,PT Teknologi Nusantara Internasional,Maintenance,1077,2024-02-28 0:00:00,2027-02-09 0:00:00,246339067,0,Sedang,1,Sedang,1
KTRK-101541,PT Teknologi Nusantara Corp,Maintenance,741,2024-11-25 0:00:00,2026-12-06 0:00:00,393040710,0,Sedang,1,Sedang,1
KTRK-101542,PT BitData Solusindo,Maintenance,619,2024-05-19 0:00:00,2026-01-28 0:00:00,182812878,0,Sedang,1,Sedang,1
KTRK-101543,PT Mitra Satu Tbk,Pembelian,488,2023-07-16 0:00:00,2024-11-15 0:00:00,196142265,1,Rendah,0,Rendah,0
KTRK-101544,PT Cakrawala Teknologi Group,Maintenance,642,2024-08-26 0:00:00,2026-05-30 0:00:00,401808534,0,Sedang,1,Rendah,0
KTRK-101545,PT Komputasi Utama Tbk,Pengembangan,547,2023-03-26 0:00:00,2024-09-23 0:00:00,329495236,2,Rendah,0,Rendah,0
KTRK-101546,PT NetSol Group,Pembelian,316,2024-08-09 0:00:00,2025-06-21 0:00:00,235973409,1,Rendah,0,Rendah,0
KTRK-101547,PT Indoinovasi Group,Pengembangan,838,2024-08-29 0:00:00,2026-12-15 0:00:00,293042664,2,Rendah,0,Rendah,0
KTRK-101548,PT Teknologi Nusantara Systems,Pengembangan,539,2023-04-27 0:00:00,2024-10-17 0:00:00,399021648,2,Rendah,0,Rendah,0
KTRK-101549,PT Cakrawala Teknologi Tbk,Pembelian,774,2024-07-08 0:00:00,2026-08-21 0:00:00,211631696,1,Rendah,0,Rendah,0
KTRK-101550,PT Aksara Teknologi Internasional,Maintenance,723,2024-04-16 0:00:00,2026-04-09 0:00:00,414783742,0,Sedang,1,Rendah,0
KTRK-101551,PT Komputasi Utama Systems,Maintenance,519,2024-09-14 0:00:00,2026-02-15 0:00:00,278609143,0,Sedang,1,Sedang,1
KTRK-101552,PT Solusi Digital Corp,Pembelian,914,2024-09-27 0:00:00,2027-03-30 0:00:00,162319724,1,Rendah,0,Rendah,0
KTRK-101553,PT Cakrawala Teknologi Corp,Pembelian,703,2024-08-10 0:00:00,2026-07-14 0:00:00,432122361,1,Rendah,0,Rendah,0
KTRK-101554,PT Solusi Digital Group,Pembelian,685,2023-09-01 0:00:00,2025-07-17 0:00:00,456560876,1,Rendah,0,Rendah,0
KTRK-101555,PT Koneksi Global Systems,Pengembangan,976,2023-02-23 0:00:00,2025-10-26 0:00:00,221895691,2,Rendah,0,Rendah,0
KTRK-101556,PT NetSol Corp,Maintenance,996,2023-03-01 0:00:00,2025-11-21 0:00:00,164269258,0,Sedang,1,Rendah,0
KTRK-101557,PT Aksara Teknologi Group,Pembelian,508,2024-11-17 0:00:00,2026-04-09 0:00:00,466803377,1,Rendah,0,Rendah,0
KTRK-101558,PT Komputasi Utama Systems,Maintenance,682,2024-08-16 0:00:00,2026-06-29 0:00:00,269185742,0,Sedang,1,Sedang,1
KTRK-101559,PT Komputasi Utama Tbk,Pengembangan,498,2023-03-06 0:00:00,2024-07-16 0:00:00,206758194,2,Rendah,0,Rendah,0
KTRK-101560,PT Sibernetika Group,Pembelian,533,2023-08-12 0:00:00,2025-01-26 0:00:00,101829980,1,Rendah,0,Rendah,0
KTRK-101561,PT Sibernetika Tbk,Maintenance,241,2024-11-04 0:00:00,2025-07-03 0:00:00,124255444,0,Sedang,1,Rendah,0
KTRK-101562,PT Mitra Satu Corp,Pengembangan,501,2023-07-06 0:00:00,2024-11-18 0:00:00,210016106,2,Rendah,0,Rendah,0
KTRK-101563,PT Inovasi Digital Group,Maintenance,221,2023-08-02 0:00:00,2024-03-10 0:00:00,193967180,0,Sedang,1,Rendah,0
KTRK-101564,PT Digikarya Group,Pengembangan,596,2023-11-01 0:00:00,2025-06-19 0:00:00,333112213,2,Rendah,0,Rendah,0
KTRK-101565,PT Koneksi Global Systems,Pembelian,361,2023-07-05 0:00:00,2024-06-30 0:00:00,420967911,1,Rendah,0,Rendah,0
KTRK-101566,PT BitData Solusindo,Maintenance,820,2023-08-21 0:00:00,2025-11-18 0:00:00,329139230,0,Sedang,1,Sedang,1
KTRK-101567,PT Sibernetika Internasional,Maintenance,931,2023-11-11 0:00:00,2026-05-30 0:00:00,105917600,0,Sedang,1,Sedang,1
KTRK-101568,PT Sibernetika Solusindo,Pengembangan,468,2023-10-16 0:00:00,2025-01-26 0:00:00,406652308,2,Rendah,0,Rendah,0
KTRK-101569,PT Aksara Teknologi Solusindo,Maintenance,236,2024-12-13 0:00:00,2025-08-06 0:00:00,225855053,0,Sedang,1,Rendah,0
KTRK-101570,PT Inovasi Digital Corp,Maintenance,546,2023-11-05 0:00:00,2025-05-04 0:00:00,472463889,0,Sedang,1,Rendah,0
KTRK-101571,PT Indoinovasi Group,Maintenance,757,2023-08-21 0:00:00,2025-09-16 0:00:00,127777851,0,Sedang,1,Sedang,1
KTRK-101572,PT Aksara Teknologi Group,Pengembangan,329,2024-06-05 0:00:00,2025-04-30 0:00:00,149554846,2,Rendah,0,Rendah,0
KTRK-101573,PT NetSol Group,Maintenance,240,2024-03-10 0:00:00,2024-11-05 0:00:00,243092905,0,Sedang,1,Rendah,0
KTRK-101574,PT Komputasi Utama Internasional,Pembelian,374,2023-07-15 0:00:00,2024-07-23 0:00:00,161453326,1,Rendah,0,Rendah,0
KTRK-101575,PT Solusi Digital Corp,Pembelian,979,2023-08-06 0:00:00,2026-04-11 0:00:00,170375124,1,Rendah,0,Rendah,0
KTRK-101576,PT Solusi Digital Tbk,Maintenance,794,2024-01-21 0:00:00,2026-03-25 0:00:00,402784471,0,Sedang,1,Sedang,1
KTRK-101577,PT Solusi Digital Group,Pembelian,440,2023-01-10 0:00:00,2024-03-25 0:00:00,262083238,1,Rendah,0,Rendah,0
KTRK-101578,PT Aksara Teknologi Internasional,Maintenance,1079,2023-08-02 0:00:00,2026-07-16 0:00:00,473241865,0,Sedang,1,Tinggi,2
KTRK-101579,PT Koneksi Global Internasional,Pembelian,757,2023-09-17 0:00:00,2025-10-13 0:00:00,483462956,1,Rendah,0,Rendah,0
KTRK-101580,PT Aksara Teknologi Internasional,Pembelian,852,2024-12-24 0:00:00,2027-04-25 0:00:00,385361410,1,Rendah,0,Rendah,0
KTRK-101581,PT Indoinovasi Tbk,Pengembangan,580,2024-04-22 0:00:00,2025-11-23 0:00:00,469682741,2,Rendah,0,Rendah,0
KTRK-101582,PT Aksara Teknologi Solusindo,Pembelian,1042,2024-11-25 0:00:00,2027-10-03 0:00:00,433119153,1,Rendah,0,Rendah,0
KTRK-101583,PT Aksara Teknologi Systems,Pengembangan,633,2023-09-18 0:00:00,2025-06-12 0:00:00,117244906,2,Rendah,0,Rendah,0
KTRK-101584,PT Cakrawala Teknologi Internasional,Maintenance,351,2024-10-24 0:00:00,2025-10-10 0:00:00,387061503,0,Sedang,1,Rendah,0
KTRK-101585,PT Aksara Teknologi Tbk,Maintenance,658,2023-10-23 0:00:00,2025-08-11 0:00:00,289974988,0,Sedang,1,Sedang,1
KTRK-101586,PT Cakrawala Teknologi Group,Pengembangan,704,2023-12-27 0:00:00,2025-11-30 0:00:00,238680447,2,Rendah,0,Rendah,0
KTRK-101587,PT Koneksi Global Systems,Pengembangan,422,2023-06-02 0:00:00,2024-07-28 0:00:00,114862118,2,Rendah,0,Rendah,0
KTRK-101588,PT Inovasi Digital Internasional,Pembelian,298,2023-11-19 0:00:00,2024-09-12 0:00:00,154868753,1,Rendah,0,Rendah,0
KTRK-101589,PT Cakrawala Teknologi Solusindo,Pembelian,498,2024-12-18 0:00:00,2026-04-30 0:00:00,329397816,1,Rendah,0,Rendah,0
KTRK-101590,PT Solusi Digital Solusindo,Pembelian,725,2023-05-04 0:00:00,2025-04-28 0:00:00,292838478,1,Rendah,0,Rendah,0
KTRK-101591,PT Solusi Digital Solusindo,Pembelian,1039,2023-05-31 0:00:00,2026-04-04 0:00:00,232832531,1,Rendah,0,Rendah,0
KTRK-101592,PT Aksara Teknologi Group,Pembelian,892,2024-06-15 0:00:00,2026-11-24 0:00:00,106090598,1,Rendah,0,Rendah,0
KTRK-101593,PT Koneksi Global Systems,Pengembangan,466,2024-09-09 0:00:00,2025-12-19 0:00:00,272106518,2,Rendah,0,Rendah,0
KTRK-101594,PT Digikarya Solusindo,Pengembangan,899,2023-11-07 0:00:00,2026-04-24 0:00:00,407261556,2,Rendah,0,Rendah,0
KTRK-101595,PT Indoinovasi Solusindo,Pembelian,186,2024-12-24 0:00:00,2025-06-28 0:00:00,437994397,1,Rendah,0,Rendah,0
KTRK-101596,PT Indoinovasi Tbk,Pembelian,916,2023-05-28 0:00:00,2025-11-29 0:00:00,388108516,1,Rendah,0,Rendah,0
KTRK-101597,PT Teknologi Nusantara Group,Maintenance,718,2024-12-10 0:00:00,2026-11-28 0:00:00,352715394,0,Sedang,1,Sedang,1
KTRK-101598,PT Inovasi Digital Tbk,Pengembangan,618,2024-03-30 0:00:00,2025-12-08 0:00:00,189224370,2,Rendah,0,Rendah,0
KTRK-101599,PT Koneksi Global Tbk,Pengembangan,542,2024-07-16 0:00:00,2026-01-09 0:00:00,384344235,2,Rendah,0,Rendah,0
KTRK-101600,PT Teknologi Nusantara Corp,Pengembangan,537,2024-03-20 0:00:00,2025-09-08 0:00:00,156372000,2,Rendah,0,Rendah,0
KTRK-101601,PT Digikarya Internasional,Maintenance,876,2024-02-25 0:00:00,2026-07-20 0:00:00,210790237,0,Sedang,1,Sedang,1
KTRK-101602,PT Inovasi Digital Group,Pembelian,1073,2023-02-11 0:00:00,2026-01-19 0:00:00,191989684,1,Rendah,0,Rendah,0
KTRK-101603,PT Sibernetika Systems,Maintenance,526,2023-11-14 0:00:00,2025-04-23 0:00:00,175396276,0,Sedang,1,Sedang,1
KTRK-101604,PT Inovasi Digital Solusindo,Pengembangan,467,2024-05-05 0:00:00,2025-08-15 0:00:00,449487577,2,Rendah,0,Rendah,0
KTRK-101605,PT Inovasi Digital Group,Pembelian,987,2024-12-13 0:00:00,2027-08-27 0:00:00,246945188,1,Rendah,0,Rendah,0
KTRK-101606,PT Mitra Satu Solusindo,Pengembangan,428,2024-03-19 0:00:00,2025-05-21 0:00:00,149474401,2,Rendah,0,Rendah,0
KTRK-101607,PT Inovasi Digital Systems,Pembelian,979,2024-03-22 0:00:00,2026-11-26 0:00:00,172493779,1,Rendah,0,Rendah,0
KTRK-101608,PT Aksara Teknologi Internasional,Maintenance,619,2023-04-04 0:00:00,2024-12-13 0:00:00,456248826,0,Sedang,1,Rendah,0
KTRK-101609,PT Aksara Teknologi Corp,Pengembangan,296,2023-12-05 0:00:00,2024-09-26 0:00:00,311947257,2,Rendah,0,Rendah,0
KTRK-101610,PT Koneksi Global Internasional,Pembelian,417,2023-01-31 0:00:00,2024-03-23 0:00:00,422876447,1,Rendah,0,Rendah,0
KTRK-101611,PT Digikarya Internasional,Pengembangan,974,2023-02-26 0:00:00,2025-10-27 0:00:00,204249593,2,Rendah,0,Rendah,0
KTRK-101612,PT BitData Group,Pembelian,875,2023-09-04 0:00:00,2026-01-26 0:00:00,445277312,1,Rendah,0,Rendah,0
KTRK-101613,PT Komputasi Utama Internasional,Pembelian,794,2024-09-29 0:00:00,2026-12-02 0:00:00,194041642,1,Rendah,0,Rendah,0
KTRK-101614,PT Digikarya Tbk,Maintenance,431,2024-03-30 0:00:00,2025-06-04 0:00:00,429670298,0,Sedang,1,Rendah,0
KTRK-101615,PT BitData Solusindo,Pengembangan,719,2024-10-21 0:00:00,2026-10-10 0:00:00,211089053,2,Rendah,0,Rendah,0
KTRK-101616,PT Sibernetika Group,Maintenance,727,2023-10-09 0:00:00,2025-10-05 0:00:00,327746474,0,Sedang,1,Sedang,1
KTRK-101617,PT Sibernetika Systems,Maintenance,677,2024-03-23 0:00:00,2026-01-29 0:00:00,384659304,0,Sedang,1,Sedang,1
KTRK-101618,PT Komputasi Utama Group,Pengembangan,313,2023-10-06 0:00:00,2024-08-14 0:00:00,222830742,2,Rendah,0,Rendah,0
KTRK-101619,PT BitData Tbk,Pembelian,304,2023-10-22 0:00:00,2024-08-21 0:00:00,169225733,1,Rendah,0,Rendah,0
KTRK-101620,PT Aksara Teknologi Internasional,Pembelian,842,2023-10-16 0:00:00,2026-02-04 0:00:00,306011261,1,Rendah,0,Rendah,0
KTRK-101621,PT Inovasi Digital Corp,Pengembangan,901,2024-12-24 0:00:00,2027-06-13 0:00:00,110655243,2,Rendah,0,Rendah,0
KTRK-101622,PT NetSol Solusindo,Pengembangan,434,2023-03-05 0:00:00,2024-05-12 0:00:00,369387598,2,Rendah,0,Rendah,0
KTRK-101623,PT BitData Corp,Maintenance,878,2023-08-07 0:00:00,2026-01-01 0:00:00,337205392,0,Sedang,1,Sedang,1
KTRK-101624,PT Indoinovasi Systems,Maintenance,809,2024-02-10 0:00:00,2026-04-29 0:00:00,384596274,0,Sedang,1,Sedang,1
KTRK-101625,PT Sibernetika Systems,Pengembangan,835,2024-11-26 0:00:00,2027-03-11 0:00:00,309277231,2,Rendah,0,Rendah,0
KTRK-101626,PT BitData Internasional,Pengembangan,529,2023-08-30 0:00:00,2025-02-09 0:00:00,397375215,2,Rendah,0,Rendah,0
KTRK-101627,PT Cakrawala Teknologi Internasional,Maintenance,615,2023-02-10 0:00:00,2024-10-17 0:00:00,218957187,0,Sedang,1,Sedang,1
KTRK-101628,PT Indoinovasi Tbk,Pengembangan,499,2023-02-02 0:00:00,2024-06-15 0:00:00,307502097,2,Rendah,0,Rendah,0
KTRK-101629,PT Sibernetika Group,Pembelian,581,2023-09-11 0:00:00,2025-04-14 0:00:00,432386874,1,Rendah,0,Rendah,0
KTRK-101630,PT Teknologi Nusantara Internasional,Pengembangan,395,2024-09-26 0:00:00,2025-10-26 0:00:00,422444304,2,Rendah,0,Rendah,0
KTRK-101631,PT Aksara Teknologi Internasional,Pengembangan,842,2024-06-17 0:00:00,2026-10-07 0:00:00,234098419,2,Rendah,0,Rendah,0
KTRK-101632,PT NetSol Systems,Pembelian,195,2023-10-01 0:00:00,2024-04-13 0:00:00,364833798,1,Rendah,0,Rendah,0
KTRK-101633,PT Teknologi Nusantara Tbk,Pembelian,448,2024-07-01 0:00:00,2025-09-22 0:00:00,170474679,1,Rendah,0,Rendah,0
KTRK-101634,PT Solusi Digital Solusindo,Maintenance,954,2024-10-24 0:00:00,2027-06-05 0:00:00,317374901,0,Sedang,1,Sedang,1
KTRK-101635,PT Komputasi Utama Internasional,Pembelian,202,2023-04-10 0:00:00,2023-10-29 0:00:00,495976359,1,Rendah,0,Rendah,0
KTRK-101636,PT NetSol Solusindo,Pengembangan,225,2023-02-14 0:00:00,2023-09-27 0:00:00,372938827,2,Rendah,0,Rendah,0
KTRK-101637,PT Mitra Satu Internasional,Pembelian,209,2023-01-01 0:00:00,2023-07-29 0:00:00,426420063,1,Rendah,0,Rendah,0
KTRK-101638,PT Mitra Satu Corp,Pengembangan,1000,2023-06-26 0:00:00,2026-03-22 0:00:00,319088913,2,Rendah,0,Rendah,0
KTRK-101639,PT Mitra Satu Corp,Maintenance,478,2024-05-29 0:00:00,2025-09-19 0:00:00,207921605,0,Sedang,1,Sedang,1
KTRK-101640,PT Cakrawala Teknologi Group,Pengembangan,382,2024-06-04 0:00:00,2025-06-21 0:00:00,493772604,2,Rendah,0,Sedang,1
KTRK-101641,PT Teknologi Nusantara Solusindo,Pengembangan,1008,2023-01-27 0:00:00,2025-10-31 0:00:00,178471324,2,Rendah,0,Rendah,0
KTRK-101642,PT Sibernetika Tbk,Pembelian,221,2023-07-09 0:00:00,2024-02-15 0:00:00,438443239,1,Rendah,0,Rendah,0
KTRK-101643,PT Solusi Digital Solusindo,Pengembangan,358,2023-06-19 0:00:00,2024-06-11 0:00:00,257841995,2,Rendah,0,Rendah,0
KTRK-101644,PT Komputasi Utama Internasional,Pembelian,628,2024-11-22 0:00:00,2026-08-12 0:00:00,407485275,1,Rendah,0,Rendah,0
KTRK-101645,PT Cakrawala Teknologi Group,Maintenance,845,2024-07-01 0:00:00,2026-10-24 0:00:00,371871945,0,Sedang,1,Sedang,1
KTRK-101646,PT BitData Corp,Pembelian,1009,2023-01-12 0:00:00,2025-10-17 0:00:00,145971723,1,Rendah,0,Rendah,0
KTRK-101647,PT BitData Corp,Pengembangan,823,2024-04-06 0:00:00,2026-07-08 0:00:00,195804884,2,Rendah,0,Rendah,0
KTRK-101648,PT Digikarya Corp,Pembelian,992,2024-11-05 0:00:00,2027-07-25 0:00:00,127925095,1,Rendah,0,Rendah,0
KTRK-101649,PT Teknologi Nusantara Tbk,Maintenance,590,2023-05-06 0:00:00,2024-12-16 0:00:00,360343205,0,Sedang,1,Sedang,1
KTRK-101650,PT Komputasi Utama Systems,Pengembangan,534,2024-03-09 0:00:00,2025-08-25 0:00:00,263211868,2,Rendah,0,Rendah,0
KTRK-101651,PT Aksara Teknologi Internasional,Pengembangan,859,2024-05-10 0:00:00,2026-09-16 0:00:00,270531896,2,Rendah,0,Rendah,0
KTRK-101652,PT Solusi Digital Group,Pengembangan,622,2023-03-04 0:00:00,2024-11-15 0:00:00,173872913,2,Rendah,0,Rendah,0
KTRK-101653,PT BitData Internasional,Maintenance,599,2024-08-19 0:00:00,2026-04-10 0:00:00,169567259,0,Sedang,1,Sedang,1
KTRK-101654,PT Cakrawala Teknologi Systems,Maintenance,311,2023-02-06 0:00:00,2023-12-14 0:00:00,206994019,0,Sedang,1,Rendah,0
KTRK-101655,PT Indoinovasi Systems,Maintenance,217,2023-01-23 0:00:00,2023-08-28 0:00:00,465103220,0,Sedang,1,Rendah,0
KTRK-101656,PT Solusi Digital Systems,Pengembangan,718,2024-02-27 0:00:00,2026-02-14 0:00:00,139553193,2,Rendah,0,Rendah,0
KTRK-101657,PT Koneksi Global Solusindo,Pembelian,627,2023-01-31 0:00:00,2024-10-19 0:00:00,195762424,1,Rendah,0,Rendah,0
KTRK-101658,PT Teknologi Nusantara Solusindo,Maintenance,776,2023-04-13 0:00:00,2025-05-28 0:00:00,273653766,0,Sedang,1,Sedang,1
KTRK-101659,PT BitData Tbk,Maintenance,189,2023-12-16 0:00:00,2024-06-22 0:00:00,489755773,0,Sedang,1,Tinggi,2
KTRK-101660,PT Cakrawala Teknologi Tbk,Pengembangan,641,2024-10-24 0:00:00,2026-07-27 0:00:00,351437973,2,Rendah,0,Rendah,0
KTRK-101661,PT NetSol Solusindo,Pengembangan,280,2023-08-14 0:00:00,2024-05-20 0:00:00,334651757,2,Rendah,0,Rendah,0
KTRK-101662,PT NetSol Internasional,Pengembangan,574,2024-06-30 0:00:00,2026-01-25 0:00:00,259503069,2,Rendah,0,Rendah,0
KTRK-101663,PT Aksara Teknologi Group,Pengembangan,386,2023-09-12 0:00:00,2024-10-02 0:00:00,230807695,2,Rendah,0,Rendah,0
KTRK-101664,PT Digikarya Solusindo,Pengembangan,763,2023-09-28 0:00:00,2025-10-30 0:00:00,167076273,2,Rendah,0,Rendah,0
KTRK-101665,PT Koneksi Global Systems,Pengembangan,1091,2023-03-18 0:00:00,2026-03-13 0:00:00,117561260,2,Rendah,0,Rendah,0
KTRK-101666,PT Digikarya Solusindo,Maintenance,644,2024-11-20 0:00:00,2026-08-26 0:00:00,380601725,0,Sedang,1,Sedang,1
KTRK-101667,PT NetSol Group,Maintenance,636,2023-01-05 0:00:00,2024-10-02 0:00:00,152626557,0,Sedang,1,Sedang,1
KTRK-101668,PT NetSol Corp,Pembelian,255,2024-03-24 0:00:00,2024-12-04 0:00:00,132487393,1,Rendah,0,Rendah,0
KTRK-101669,PT NetSol Group,Maintenance,388,2024-08-26 0:00:00,2025-09-18 0:00:00,268405233,0,Sedang,1,Sedang,1
KTRK-101670,PT Digikarya Corp,Pembelian,427,2024-03-06 0:00:00,2025-05-07 0:00:00,103105497,1,Rendah,0,Rendah,0
KTRK-101671,PT Aksara Teknologi Solusindo,Pembelian,1004,2024-08-24 0:00:00,2027-05-25 0:00:00,109453987,1,Rendah,0,Rendah,0
KTRK-101672,PT Solusi Digital Group,Maintenance,1051,2024-06-05 0:00:00,2027-04-22 0:00:00,155722033,0,Sedang,1,Sedang,1
KTRK-101673,PT Aksara Teknologi Solusindo,Pembelian,978,2023-02-19 0:00:00,2025-10-24 0:00:00,265519099,1,Rendah,0,Rendah,0
KTRK-101674,PT Mitra Satu Group,Maintenance,264,2023-03-16 0:00:00,2023-12-05 0:00:00,329013898,0,Sedang,1,Rendah,0
KTRK-101675,PT Solusi Digital Internasional,Pembelian,755,2024-11-08 0:00:00,2026-12-03 0:00:00,397776198,1,Rendah,0,Rendah,0
KTRK-101676,PT NetSol Group,Pembelian,660,2023-03-01 0:00:00,2024-12-20 0:00:00,157061542,1,Rendah,0,Rendah,0
KTRK-101677,PT Koneksi Global Solusindo,Pembelian,881,2023-03-15 0:00:00,2025-08-12 0:00:00,363917093,1,Rendah,0,Rendah,0
KTRK-101678,PT Digikarya Tbk,Pengembangan,915,2024-08-17 0:00:00,2027-02-18 0:00:00,287565380,2,Rendah,0,Rendah,0
KTRK-101679,PT Indoinovasi Solusindo,Pembelian,705,2023-06-13 0:00:00,2025-05-18 0:00:00,292849109,1,Rendah,0,Rendah,0
KTRK-101680,PT Inovasi Digital Tbk,Maintenance,617,2024-05-10 0:00:00,2026-01-17 0:00:00,261941431,0,Sedang,1,Sedang,1
KTRK-101681,PT Indoinovasi Systems,Pembelian,786,2024-04-18 0:00:00,2026-06-13 0:00:00,316508016,1,Rendah,0,Rendah,0
KTRK-101682,PT Teknologi Nusantara Solusindo,Pembelian,993,2024-02-12 0:00:00,2026-11-01 0:00:00,177933554,1,Rendah,0,Rendah,0
KTRK-101683,PT Aksara Teknologi Tbk,Pembelian,297,2023-06-17 0:00:00,2024-04-09 0:00:00,102267468,1,Rendah,0,Rendah,0
KTRK-101684,PT Mitra Satu Solusindo,Pengembangan,1025,2024-10-12 0:00:00,2027-08-03 0:00:00,491638305,2,Rendah,0,Rendah,0
KTRK-101685,PT Digikarya Solusindo,Maintenance,779,2024-06-18 0:00:00,2026-08-06 0:00:00,277550593,0,Sedang,1,Sedang,1
KTRK-101686,PT BitData Systems,Maintenance,901,2024-09-14 0:00:00,2027-03-04 0:00:00,106869760,0,Sedang,1,Sedang,1
KTRK-101687,PT NetSol Solusindo,Maintenance,317,2023-07-11 0:00:00,2024-05-23 0:00:00,101804513,0,Sedang,1,Rendah,0
KTRK-101688,PT Mitra Satu Systems,Pengembangan,544,2024-10-03 0:00:00,2026-03-31 0:00:00,195648486,2,Rendah,0,Rendah,0
KTRK-101689,PT Inovasi Digital Group,Maintenance,354,2023-08-07 0:00:00,2024-07-26 0:00:00,474124462,0,Sedang,1,Rendah,0
KTRK-101690,PT Mitra Satu Systems,Pembelian,679,2023-12-29 0:00:00,2025-11-07 0:00:00,115891720,1,Rendah,0,Rendah,0
KTRK-101691,PT Inovasi Digital Corp,Maintenance,853,2024-10-04 0:00:00,2027-02-04 0:00:00,332216691,0,Sedang,1,Sedang,1
KTRK-101692,PT Solusi Digital Systems,Pengembangan,554,2024-06-17 0:00:00,2025-12-23 0:00:00,167535544,2,Rendah,0,Rendah,0
KTRK-101693,PT Teknologi Nusantara Tbk,Pengembangan,560,2024-08-22 0:00:00,2026-03-05 0:00:00,135252430,2,Rendah,0,Rendah,0
KTRK-101694,PT Digikarya Group,Pembelian,307,2024-06-13 0:00:00,2025-04-16 0:00:00,386585997,1,Rendah,0,Rendah,0
KTRK-101695,PT Digikarya Tbk,Pembelian,380,2023-02-04 0:00:00,2024-02-19 0:00:00,323247509,1,Rendah,0,Rendah,0
KTRK-101696,PT Teknologi Nusantara Internasional,Pembelian,961,2023-06-10 0:00:00,2026-01-26 0:00:00,238994174,1,Rendah,0,Rendah,0
KTRK-101697,PT Sibernetika Corp,Pembelian,402,2023-04-10 0:00:00,2024-05-16 0:00:00,315367040,1,Rendah,0,Rendah,0
KTRK-101698,PT Indoinovasi Corp,Pengembangan,618,2023-05-21 0:00:00,2025-01-28 0:00:00,376792290,2,Rendah,0,Rendah,0
KTRK-101699,PT Komputasi Utama Internasional,Pengembangan,382,2024-11-18 0:00:00,2025-12-05 0:00:00,177367916,2,Rendah,0,Rendah,0
KTRK-101700,PT Komputasi Utama Group,Maintenance,310,2023-08-15 0:00:00,2024-06-20 0:00:00,150879396,0,Sedang,1,Rendah,0
KTRK-101701,PT NetSol Tbk,Pengembangan,822,2024-11-20 0:00:00,2027-02-20 0:00:00,405687229,2,Rendah,0,Rendah,0
KTRK-101702,PT Cakrawala Teknologi Corp,Maintenance,346,2023-05-03 0:00:00,2024-04-13 0:00:00,194333099,0,Sedang,1,Rendah,0
KTRK-101703,PT Digikarya Internasional,Maintenance,914,2024-03-03 0:00:00,2026-09-03 0:00:00,282183845,0,Sedang,1,Sedang,1
KTRK-101704,PT Solusi Digital Internasional,Pembelian,1061,2023-07-24 0:00:00,2026-06-19 0:00:00,203513490,1,Rendah,0,Rendah,0
KTRK-101705,PT Inovasi Digital Solusindo,Maintenance,297,2024-02-24 0:00:00,2024-12-17 0:00:00,433599006,0,Sedang,1,Rendah,0
KTRK-101706,PT Teknologi Nusantara Systems,Maintenance,607,2024-12-18 0:00:00,2026-08-17 0:00:00,212147950,0,Sedang,1,Sedang,1
KTRK-101707,PT Solusi Digital Internasional,Maintenance,662,2024-02-27 0:00:00,2025-12-20 0:00:00,324652290,0,Sedang,1,Sedang,1
KTRK-101708,PT NetSol Systems,Maintenance,642,2023-03-03 0:00:00,2024-12-04 0:00:00,391139763,0,Sedang,1,Rendah,0
KTRK-101709,PT Koneksi Global Solusindo,Maintenance,981,2023-09-10 0:00:00,2026-05-18 0:00:00,277589311,0,Sedang,1,Sedang,1
KTRK-101710,PT Indoinovasi Solusindo,Pembelian,651,2023-12-14 0:00:00,2025-09-25 0:00:00,113888273,1,Rendah,0,Rendah,0
