nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak
KTRK-101689,PT Inovasi Digital Group,Maintenance,354,2023-08-07,2024-07-26,"Rp474.124.462,00"
KTRK-101690,PT Mitra Satu Systems,Pembelian,679,2023-12-29,2025-11-07,"Rp115.891.720,00"
KTRK-101691,PT Inovasi Digital Corp,Maintenance,853,2024-10-04,2027-02-04,"Rp332.216.691,00"
KTRK-101692,PT Solusi Digital Systems,Pengembangan,554,2024-06-17,2025-12-23,"Rp167.535.544,00"
KTRK-101693,PT Teknologi Nusantara Tbk,Pengembangan,560,2024-08-22,2026-03-05,"Rp135.252.430,00"
KTRK-101694,PT Digikarya Group,Pembelian,307,2024-06-13,2025-04-16,"Rp386.585.997,00"
KTRK-101695,PT Digikarya Tbk,Pembelian,380,2023-02-04,2024-02-19,"Rp323.247.509,00"
KTRK-101696,PT Teknologi Nusantara Internasional,Pembelian,961,2023-06-10,2026-01-26,"Rp238.994.174,00"
KTRK-101697,PT Sibernetika Corp,Pembelian,402,2023-04-10,2024-05-16,"Rp315.367.040,00"
KTRK-101698,PT Indoinovasi Corp,Pengembangan,618,2023-05-21,2025-01-28,"Rp376.792.290,00"
KTRK-101699,PT Komputasi Utama Internasional,Pengembangan,382,2024-11-18,2025-12-05,"Rp177.367.916,00"
KTRK-101700,PT Komputasi Utama Group,Maintenance,310,2023-08-15,2024-06-20,"Rp150.879.396,00"
KTRK-101701,PT NetSol Tbk,Pengembangan,822,2024-11-20,2027-02-20,"Rp405.687.229,00"
KTRK-101702,PT Cakrawala Teknologi Corp,Maintenance,346,2023-05-03,2024-04-13,"Rp194.333.099,00"
KTRK-101703,PT Digikarya Internasional,Maintenance,914,2024-03-03,2026-09-03,"Rp282.183.845,00"
KTRK-101704,PT Solusi Digital Internasional,Pembelian,1061,2023-07-24,2026-06-19,"Rp203.513.490,00"
KTRK-101705,PT Inovasi Digital Solusindo,Maintenance,297,2024-02-24,2024-12-17,"Rp433.599.006,00"
KTRK-101706,PT Teknologi Nusantara Systems,Maintenance,607,2024-12-18,2026-08-17,"Rp212.147.950,00"
KTRK-101707,PT Solusi Digital Internasional,Maintenance,662,2024-02-27,2025-12-20,"Rp324.652.290,00"
KTRK-101708,PT NetSol Systems,Maintenance,642,2023-03-03,2024-12-04,"Rp391.139.763,00"
KTRK-101709,PT Koneksi Global Solusindo,Maintenance,981,2023-09-10,2026-05-18,"Rp277.589.311,00"
KTRK-101710,PT Indoinovasi Solusindo,Pembelian,651,2023-12-14,2025-09-25,"Rp113.888.273,00"
KTRK-101711,PT Solusi Digital Internasional,Pengembangan,917,2023-01-02,2025-07-07,"Rp290.212.739,00"
KTRK-101712,PT Indoinovasi Internasional,Pembelian,847,2023-03-09,2025-07-03,"Rp313.773.100,00"
KTRK-101713,PT Inovasi Digital Solusindo,Pengembangan,471,2023-11-14,2025-02-27,"Rp204.815.255,00"
KTRK-101714,PT Aksara Teknologi Internasional,Pengembangan,411,2024-09-24,2025-11-09,"Rp294.895.861,00"
KTRK-101715,PT Sibernetika Corp,Pembelian,784,2023-12-25,2026-02-16,"Rp214.719.875,00"
KTRK-101716,PT Cakrawala Teknologi Solusindo,Pengembangan,438,2023-04-19,2024-06-30,"Rp290.052.956,00"
KTRK-101717,PT Digikarya Tbk,Maintenance,334,2024-08-06,2025-07-06,"Rp460.245.489,00"
KTRK-101718,PT BitData Systems,Maintenance,668,2023-09-16,2025-07-15,"Rp422.733.599,00"
KTRK-101719,PT BitData Internasional,Maintenance,673,2023-07-06,2025-05-09,"Rp306.023.470,00"
KTRK-101720,PT Cakrawala Teknologi Systems,Pembelian,357,2024-07-18,2025-07-10,"Rp396.001.604,00"
KTRK-101721,PT Koneksi Global Internasional,Maintenance,191,2023-03-27,2023-10-04,"Rp357.347.714,00"
KTRK-101722,PT NetSol Corp,Pengembangan,210,2024-11-18,2025-06-16,"Rp193.080.742,00"
KTRK-101723,PT Indoinovasi Tbk,Pembelian,259,2023-05-26,2024-02-09,"Rp136.779.160,00"
KTRK-101724,PT Teknologi Nusantara Tbk,Maintenance,363,2024-04-28,2025-04-26,"Rp286.706.871,00"
KTRK-101725,PT Indoinovasi Systems,Pengembangan,366,2024-04-05,2025-04-06,"Rp115.893.685,00"
KTRK-101726,PT BitData Tbk,Maintenance,962,2023-07-18,2026-03-06,"Rp225.868.859,00"
KTRK-101727,PT Inovasi Digital Solusindo,Pembelian,422,2023-03-01,2024-04-26,"Rp417.332.378,00"
KTRK-101728,PT Indoinovasi Group,Pengembangan,1000,2023-12-29,2026-09-24,"Rp244.078.729,00"
KTRK-101729,PT Cakrawala Teknologi Internasional,Pengembangan,353,2023-08-04,2024-07-22,"Rp305.420.342,00"
KTRK-101730,PT Inovasi Digital Internasional,Pengembangan,316,2023-04-28,2024-03-09,"Rp347.002.863,00"
KTRK-101731,PT Komputasi Utama Tbk,Maintenance,942,2024-04-05,2026-11-03,"Rp360.661.434,00"
KTRK-101732,PT Teknologi Nusantara Internasional,Maintenance,188,2023-08-21,2024-02-25,"Rp329.347.686,00"
KTRK-101733,PT Komputasi Utama Solusindo,Maintenance,766,2024-11-27,2027-01-02,"Rp117.278.553,00"
KTRK-101734,PT Cakrawala Teknologi Internasional,Pengembangan,662,2024-05-14,2026-03-07,"Rp149.993.806,00"
KTRK-101735,PT Sibernetika Tbk,Pembelian,1020,2024-07-06,2027-04-22,"Rp468.642.688,00"
KTRK-101736,PT Aksara Teknologi Corp,Pembelian,939,2023-01-22,2025-08-18,"Rp333.532.371,00"
KTRK-101737,PT BitData Group,Maintenance,831,2023-05-01,2025-08-09,"Rp139.371.055,00"
KTRK-101738,PT Teknologi Nusantara Tbk,Pembelian,469,2023-07-17,2024-10-28,"Rp269.064.168,00"
KTRK-101739,PT Cakrawala Teknologi Internasional,Pembelian,927,2024-11-12,2027-05-28,"Rp480.543.607,00"
KTRK-101740,PT Sibernetika Solusindo,Pembelian,579,2023-06-27,2025-01-26,"Rp122.711.486,00"
KTRK-101741,PT Mitra Satu Internasional,Maintenance,444,2023-09-18,2024-12-05,"Rp216.561.869,00"
KTRK-101742,PT Aksara Teknologi Group,Pembelian,683,2024-11-21,2026-10-05,"Rp306.159.515,00"
KTRK-101743,PT Sibernetika Corp,Pengembangan,234,2024-02-26,2024-10-17,"Rp300.715.093,00"
KTRK-101744,PT Koneksi Global Corp,Maintenance,376,2024-04-19,2025-04-30,"Rp219.967.063,00"
KTRK-101745,PT Aksara Teknologi Internasional,Pengembangan,669,2023-03-19,2025-01-16,"Rp208.423.083,00"
KTRK-101746,PT Inovasi Digital Internasional,Pengembangan,608,2024-08-13,2026-04-13,"Rp235.961.608,00"
KTRK-101747,PT Komputasi Utama Solusindo,Pembelian,745,2023-09-30,2025-10-14,"Rp187.725.924,00"
KTRK-101748,PT Mitra Satu Systems,Pembelian,604,2023-03-09,2024-11-02,"Rp399.009.544,00"
KTRK-101749,PT NetSol Internasional,Pembelian,560,2024-06-20,2026-01-01,"Rp286.626.107,00"
KTRK-101750,PT Mitra Satu Corp,Pengembangan,512,2024-08-27,2026-01-21,"Rp178.513.327,00"
KTRK-101751,PT Digikarya Tbk,Maintenance,637,2024-07-23,2026-04-21,"Rp427.041.491,00"
KTRK-101752,PT NetSol Solusindo,Pembelian,375,2023-12-01,2024-12-10,"Rp158.833.977,00"
KTRK-101753,PT Inovasi Digital Systems,Maintenance,299,2024-09-08,2025-07-04,"Rp282.592.109,00"
KTRK-101754,PT Digikarya Tbk,Maintenance,260,2024-04-16,2025-01-01,"Rp210.771.716,00"
KTRK-101755,PT NetSol Internasional,Maintenance,596,2023-03-03,2024-10-19,"Rp143.212.488,00"
KTRK-101756,PT NetSol Tbk,Pengembangan,921,2024-12-05,2027-06-14,"Rp425.363.545,00"
KTRK-101757,PT Inovasi Digital Solusindo,Pembelian,670,2024-07-31,2026-06-01,"Rp267.243.623,00"
KTRK-101758,PT Digikarya Solusindo,Pembelian,774,2024-08-15,2026-09-28,"Rp428.958.462,00"
KTRK-101759,PT Aksara Teknologi Corp,Pembelian,957,2023-07-04,2026-02-15,"Rp482.235.933,00"
KTRK-101760,PT Cakrawala Teknologi Solusindo,Pengembangan,848,2023-01-22,2025-05-19,"Rp439.511.082,00"
KTRK-101761,PT Aksara Teknologi Group,Pembelian,680,2023-06-06,2025-04-16,"Rp450.022.891,00"
KTRK-101762,PT Cakrawala Teknologi Tbk,Pengembangan,845,2024-03-15,2026-07-08,"Rp420.218.501,00"
KTRK-101763,PT Inovasi Digital Corp,Pengembangan,374,2024-01-12,2025-01-20,"Rp382.498.844,00"
KTRK-101764,PT BitData Internasional,Pembelian,181,2023-12-24,2024-06-22,"Rp298.597.101,00"
KTRK-101765,PT Inovasi Digital Internasional,Pengembangan,576,2023-07-01,2025-01-27,"Rp156.775.616,00"
KTRK-101766,PT Mitra Satu Tbk,Pembelian,674,2023-01-31,2024-12-05,"Rp185.119.708,00"
KTRK-101767,PT Indoinovasi Group,Maintenance,1034,2023-09-07,2026-07-07,"Rp124.266.236,00"
KTRK-101768,PT Mitra Satu Tbk,Maintenance,603,2023-11-28,2025-07-23,"Rp290.200.976,00"
KTRK-101769,PT Cakrawala Teknologi Group,Maintenance,756,2023-08-24,2025-09-18,"Rp302.598.497,00"
KTRK-101770,PT Cakrawala Teknologi Systems,Maintenance,535,2023-07-04,2024-12-20,"Rp2.915.933.826,00"
KTRK-101771,PT Digikarya Solusindo,Pembelian,399,2024-03-27,2025-04-30,"Rp1.566.065.656,00"
KTRK-101772,PT BitData Solusindo,Pembelian,884,2024-11-28,2027-05-01,"Rp1.249.130.249,00"
KTRK-101773,PT Cakrawala Teknologi Solusindo,Maintenance,445,2023-04-13,2024-07-01,"Rp2.878.547.714,00"
KTRK-101774,PT Komputasi Utama Solusindo,Pembelian,560,2024-05-21,2025-12-02,"Rp4.517.792.886,00"
KTRK-101775,PT Indoinovasi Group,Pengembangan,635,2023-02-27,2024-11-23,"Rp4.485.784.492,00"
KTRK-101776,PT BitData Tbk,Pembelian,884,2023-03-14,2025-08-14,"Rp2.393.357.163,00"
KTRK-101777,PT Koneksi Global Group,Pembelian,429,2023-11-24,2025-01-26,"Rp2.998.946.133,00"
KTRK-101778,PT Teknologi Nusantara Tbk,Pengembangan,758,2024-05-11,2026-06-08,"Rp1.285.556.847,00"
KTRK-101779,PT Digikarya Internasional,Pengembangan,619,2023-06-28,2025-03-08,"Rp1.923.066.027,00"
KTRK-101780,PT Inovasi Digital Systems,Pembelian,330,2024-12-04,2025-10-30,"Rp3.108.756.556,00"
KTRK-101781,PT Koneksi Global Solusindo,Pengembangan,331,2023-05-12,2024-04-07,"Rp3.812.396.405,00"
KTRK-101782,PT Solusi Digital Tbk,Pembelian,1041,2023-10-12,2026-08-18,"Rp3.636.206.561,00"
KTRK-101783,PT Digikarya Corp,Maintenance,499,2024-02-20,2025-07-03,"Rp4.186.866.094,00"
KTRK-101784,PT Sibernetika Internasional,Pengembangan,297,2024-09-29,2025-07-23,"Rp3.374.153.151,00"
KTRK-101785,PT Koneksi Global Group,Pengembangan,236,2023-02-27,2023-10-21,"Rp3.515.683.270,00"
KTRK-101786,PT Mitra Satu Corp,Pembelian,965,2023-06-22,2026-02-11,"Rp1.212.431.421,00"
KTRK-101787,PT Indoinovasi Group,Maintenance,483,2023-03-26,2024-07-21,"Rp1.370.615.670,00"
KTRK-101788,PT Koneksi Global Systems,Maintenance,950,2024-11-04,2027-06-12,"Rp3.614.591.157,00"
KTRK-101789,PT Cakrawala Teknologi Systems,Maintenance,181,2023-04-06,2023-10-04,"Rp3.207.644.063,00"
KTRK-101790,PT Teknologi Nusantara Solusindo,Maintenance,419,2023-06-13,2024-08-05,"Rp4.978.638.766,00"
KTRK-101791,PT Koneksi Global Tbk,Maintenance,833,2024-07-12,2026-10-23,"Rp1.185.067.454,00"
KTRK-101792,PT NetSol Systems,Pembelian,458,2023-09-08,2024-12-09,"Rp2.155.865.501,00"
KTRK-101793,PT BitData Solusindo,Pembelian,894,2024-06-14,2026-11-25,"Rp2.285.106.086,00"
KTRK-101794,PT Teknologi Nusantara Corp,Pengembangan,583,2023-02-17,2024-09-22,"Rp3.864.515.812,00"
KTRK-101795,PT Solusi Digital Systems,Maintenance,538,2023-10-18,2025-04-08,"Rp1.577.525.765,00"
KTRK-101796,PT Solusi Digital Group,Maintenance,966,2023-10-04,2026-05-27,"Rp4.048.242.002,00"
KTRK-101797,PT Mitra Satu Internasional,Maintenance,239,2023-02-21,2023-10-18,"Rp4.466.002.485,00"
KTRK-101798,PT Sibernetika Systems,Pembelian,965,2023-05-23,2026-01-12,"Rp1.837.701.488,00"
KTRK-101799,PT Teknologi Nusantara Solusindo,Pembelian,258,2024-04-06,2024-12-20,"Rp2.470.282.931,00"
